City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,asau,46.4333,26.4,6.51,96,100,2.63,RO,1681249641
285,jaciara,-15.9653,-54.9683,23.09,86,93,0.97,BR,1681249642
286,oksfjord,70.2396,22.3479,3.1,83,10,4.24,NO,1681249642
287,gemena,3.25,19.7667,21.2,95,100,0.45,CD,1681249642
288,thompson,55.7435,-97.8558,11.09,28,100,2.06,CA,1681249089
289,eregli,37.5133,34.0467,8.91,46,99,1.49,TR,1681249643
290,pangody,65.85,74.4859,-26.24,100,69,2.94,RU,1681249432
291,dedougou,12.4667,-3.4667,32.92,19,37,3.41,BF,1681249643
292,pokrovsk,48.282,37.1758,13.02,57,100,7.88,UA,1681249643
293,port hardy,50.6996,-127.4199,7.1,65,75,4.12,CA,1681249643
294,fos-sur-mer,43.4377,4.9446,13.67,77,0,1.03,FR,1681249644
295,high level,58.5169,-117.136,8.06,27,20,4.12,CA,1681249644
296,saint-pierre,-21.3393,55.4781,23.81,83,0,2.06,RE,1681249644
297,dengzhou,37.8086,120.7508,7.49,43,0,3.4,CN,1681249644
298,half moon bay,37.4636,-122.4286,15.58,63,0,11.83,US,1681249457
299,livingstonia,-10.606,34.1063,18.27,88,80,0.83,MW,1681249645
300,kamenka,51.3223,42.7678,7.97,50,74,4.04,RU,1681249645
301,salinopolis,-0.6136,-47.3561,26.22,82,80,1.33,BR,1681249645
302,caravelas,-17.7125,-39.2481,23.1,94,100,3.01,BR,1681249645
303,harper,4.375,-7.7169,26.54,86,98,2.86,LR,1681249646
304,necochea,-38.5473,-58.7368,17.32,91,100,4.37,AR,1681249599
305,lagoa,39.05,-27.9833,14.34,81,93,4.83,PT,1681249646
306,mildura,-34.2,142.15,15.6,87,0,8.17,AU,1681249646
307,san patricio,28.017,-97.5169,25.15,43,26,5.29,US,1681249479
308,bose,45.4612,8.0137,11.77,73,73,2.69,IT,1681249647
309,cidreira,-30.1811,-50.2056,23.2,86,31,6.28,BR,1681249647
310,northam,51.0333,-4.2167,6.78,86,57,10.25,GB,1681249647
311,genhe,50.7833,121.5167,-6.46,77,100,4.96,CN,1681249647
312,jalu,29.0331,21.5482,14.58,64,1,7.69,LY,1681249419
313,vardo,70.3705,31.1107,0.99,69,100,7.2,NO,1681249648
314,elizabeth city,36.2946,-76.2511,19.94,40,0,5.66,US,1681249393
315,martapura,-3.4167,114.85,25.05,94,40,1.03,ID,1681249240
316,geraldton,-28.7667,114.6,12.23,94,0,2.06,AU,1681249648
317,srednekolymsk,67.45,153.6833,-21.48,96,99,1.47,RU,1681249443
318,am timan,11.0297,20.2827,32.49,22,100,1.63,TD,1681249649
319,adre,13.4667,22.2,28.81,15,99,3.16,TD,1681249649
320,kargasok,59.0556,80.8572,-13.15,98,59,2.27,RU,1681249649
321,yuzhno-sukhokumsk,44.6581,45.6436,12.77,65,100,7.03,RU,1681249649
322,pec,42.6591,20.2883,6.58,75,99,2.28,XK,1681249650
323,comodoro rivadavia,-45.8667,-67.5,11.92,35,0,2.57,AR,1681249650
324,jatai,-17.8814,-51.7144,21.28,86,72,0.74,BR,1681249650
325,hamilton,39.1834,-84.5333,23.43,26,0,4.12,US,1681249061
326,urubicha,-15.3833,-62.95,24.72,88,100,0.99,BO,1681249651
327,sambava,-14.2667,50.1667,23.34,92,60,1.82,MG,1681249651
328,sabha,27.0377,14.4283,16.59,22,8,5.83,LY,1681249651
329,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.28,92,100,4.58,RU,1681249651
330,kendari,-3.945,122.4989,24.55,92,84,0.76,ID,1681249651
331,balkanabat,39.5108,54.3671,24.9,25,100,4.54,TM,1681249366
332,ledyard,41.4398,-72.0142,16.85,38,0,5.66,US,1681249652
333,chau doc,10.7,105.1167,26.9,79,90,2.11,VN,1681249652
334,kloulklubed,7.0419,134.2556,28.09,77,97,4.16,PW,1681249652
335,banda aceh,5.5577,95.3222,26.25,78,91,0.78,ID,1681249652
336,itaituba,-4.2761,-55.9836,31.09,70,40,2.57,BR,1681249653
337,roald,62.5833,6.1333,6.6,87,0,2.06,NO,1681249448
338,lasa,46.6166,10.7002,7.49,86,88,1.41,IT,1681249653
339,hadrut,39.52,47.0318,12.97,64,72,1.2,AZ,1681249653
340,cuamba,-14.8031,36.5372,19.39,97,68,1.16,MZ,1681249654
341,ilulissat,69.2167,-51.1,7.01,42,20,9.26,GL,1681249654
342,redmond,47.674,-122.1215,10.48,61,85,5.36,US,1681249502
343,zhuhai,22.2769,113.5678,21.92,94,20,0.51,CN,1681249655
344,bandar-e lengeh,26.5579,54.8807,24.06,46,24,0.0,IR,1681249655
345,aklavik,68.2191,-135.0107,-15.0,66,75,1.03,CA,1681249655
346,cururupu,-1.8283,-44.8683,24.11,91,67,1.5,BR,1681249656
347,gimli,50.6336,-96.9907,5.01,75,71,1.03,CA,1681249254
348,manama,26.2154,50.5832,25.25,67,0,4.12,BH,1681249656
349,oyotun,-6.8519,-79.3036,26.56,83,100,1.74,PE,1681249656
350,longyearbyen,78.2186,15.6401,-2.09,80,75,0.51,SJ,1681249657
351,saint-louis,16.3333,-15.0,27.8,39,100,4.81,SN,1681249593
352,inuvik,68.3499,-133.7218,-14.55,66,75,2.06,CA,1681249657
353,sosua,19.7667,-70.5167,27.95,78,75,5.14,DO,1681249657
354,trelew,-43.249,-65.3051,11.44,63,74,7.43,AR,1681249658
355,santiago del estero,-27.7951,-64.2615,27.18,54,6,3.84,AR,1681249501
356,eseka,3.65,10.7667,22.81,97,100,0.4,CM,1681249658
357,galesong,-5.3166,119.3661,25.01,82,36,3.05,ID,1681249658
358,kurilsk,45.2333,147.8833,8.16,71,99,6.42,RU,1681249658
359,visnes,59.3556,5.2242,6.04,93,100,2.06,NO,1681249659
360,wajir,1.7471,40.0573,28.18,60,94,5.55,KE,1681249432
361,mount gambier,-37.8333,140.7667,15.27,88,99,5.68,AU,1681249659
362,witbank,-25.8713,29.2332,10.16,39,0,2.75,ZA,1681249659
363,tiznit,29.5833,-9.5,22.72,19,0,0.94,MA,1681249659
364,mazatlan,23.2167,-106.4167,27.17,58,40,5.66,MX,1681249660
365,soyo,-6.1349,12.3689,27.21,82,100,2.19,AO,1681249660
366,langcangan,8.4794,123.7558,22.91,86,51,1.42,PH,1681249660
367,olafsvik,64.8945,-23.7142,3.92,93,100,4.42,IS,1681249661
368,carnarvon,-24.8667,113.6333,20.81,61,65,8.66,AU,1681249661
369,sorong,-0.8833,131.25,26.59,85,100,1.6,ID,1681249661
370,mount isa,-20.7333,139.5,15.87,77,95,0.0,AU,1681249662
371,cayenne,4.9333,-52.3333,27.02,83,0,2.57,GF,1681249377
372,ishigaki,24.3448,124.1572,19.07,100,20,0.51,JP,1681249662
373,jumla,29.2747,82.1838,7.6,65,0,1.88,NP,1681249662
374,krasnyye tkachi,57.4926,39.7563,2.9,70,61,1.19,RU,1681249663
375,ifanadiana,-21.3,47.6333,18.8,97,18,1.43,MG,1681249663
376,zyryanka,65.75,150.85,-20.67,97,100,0.38,RU,1681249663
377,marfino,55.7028,37.3822,6.55,68,0,3.0,RU,1681249664
378,prainha,-1.8,-53.48,25.12,86,85,0.55,BR,1681249664
379,tabuny,52.7773,78.7896,-1.08,57,12,3.39,RU,1681249664
380,calbuco,-41.768,-73.1273,14.56,96,99,1.39,CL,1681249648
381,severnyy,50.677,36.5532,10.51,46,0,4.02,RU,1681249664
382,ghanzi,-21.5667,21.7833,19.86,31,6,3.52,BW,1681249665
383,lonigo,45.3875,11.389,11.05,68,79,2.88,IT,1681249665
384,meulaboh,4.1363,96.1285,25.13,86,90,1.04,ID,1681249665
385,noyabrsk,63.1994,75.4507,-24.41,100,18,1.85,RU,1681249666
386,aykhal,66.0,111.5,-10.97,93,100,13.39,RU,1681249666
387,ramsar,36.9226,50.6426,12.69,94,40,0.0,IR,1681249666
388,urucui,-7.2294,-44.5561,27.64,57,79,1.67,BR,1681249667
389,hearst,49.6835,-83.6665,14.14,81,100,3.42,CA,1681249667
390,linhares,-19.3911,-40.0722,22.31,87,75,1.76,BR,1681249667
391,mbini,1.574,9.6134,25.73,86,100,3.88,GQ,1681249668
392,hamza,40.4264,71.4956,12.97,47,100,1.28,UZ,1681249668
393,emerald,-23.5333,148.1667,21.39,31,30,0.75,AU,1681249668
394,tecpan,14.7623,-90.9947,19.94,37,33,3.07,GT,1681249668
395,baykit,61.67,96.37,-10.52,89,100,5.75,RU,1681249669
396,tuatapere,-46.1333,167.6833,12.72,94,100,2.88,NZ,1681249669
397,ugoofaaru,5.6667,73.0,28.66,71,11,5.0,MV,1681249670
398,craig,40.5153,-107.5464,10.97,50,0,0.0,US,1681249528
399,coahuayana,18.7333,-103.6833,31.1,43,0,3.55,MX,1681249380
400,okhotsk,59.3833,143.3,-10.7,81,29,3.08,RU,1681249670
401,atagay,55.1033,99.3875,-3.58,71,99,4.88,RU,1681249671
402,venice,27.0998,-82.4543,26.15,53,40,10.29,US,1681249671
403,te anau,-45.4167,167.7167,11.25,97,100,2.16,NZ,1681249671
404,veraval,20.9,70.3667,25.87,62,1,5.66,IN,1681249623
405,paamiut,61.994,-49.6678,-2.2,86,95,0.21,GL,1681249671
406,catemaco,18.4167,-95.1167,26.64,54,50,3.88,MX,1681249671
407,dingzhou,38.5131,114.9956,8.06,21,0,1.72,CN,1681249412
408,tessalit,20.1986,1.0114,26.2,10,98,2.73,ML,1681249672
409,santa cruz,-17.8,-63.1667,30.03,58,20,6.69,BO,1681249081
410,saryagash,41.4511,69.1701,12.98,57,100,2.81,KZ,1681249672
411,saint-philippe,-21.3585,55.7679,23.77,79,6,2.78,RE,1681249379
412,baley,51.6,116.6333,-16.8,94,5,1.58,RU,1681249673
413,sesheke,-17.4759,24.2968,19.6,70,100,1.88,ZM,1681249673
414,luderitz,-26.6481,15.1594,17.64,45,46,2.7,NA,1681249673
415,vestmannaeyjar,63.4427,-20.2734,5.87,72,72,1.3,IS,1681249673
416,la reforma,25.0833,-108.05,28.65,29,45,5.65,MX,1681249674
417,manado,1.487,124.8455,24.43,100,40,1.03,ID,1681249674
418,liverpool,53.4106,-2.9779,7.28,80,75,7.2,GB,1681249674
419,kathu,7.9178,98.3332,26.9,80,91,2.4,TH,1681249674
420,huilong,31.8111,121.655,13.29,66,58,5.63,CN,1681249378
421,dalbandin,28.8947,64.4101,23.3,29,11,2.67,PK,1681249675
422,minsk,53.9,27.5667,6.86,70,88,2.82,BY,1681249675
423,ancud,-41.8697,-73.8203,13.05,93,97,0.91,CL,1681249391
424,moroni,-11.7022,43.2551,26.35,79,84,0.84,KM,1681249676
425,rabat,33.9911,-6.8401,15.04,100,40,0.0,MA,1681249203
426,marawi,7.9986,124.2928,20.1,87,13,1.46,PH,1681249676
427,moosomin,50.1333,-101.6677,15.69,78,1,2.96,CA,1681249524
428,leh,34.1667,77.5833,-6.87,65,22,1.29,IN,1681249676
429,merauke,-8.4667,140.3333,26.46,81,94,1.61,ID,1681249677
430,shyroke,47.6917,33.2571,11.18,96,100,4.82,UA,1681249677
431,grand-lahou,5.1367,-5.0242,26.4,86,80,1.91,CI,1681249677
432,birsk,55.4211,55.5428,3.58,55,16,2.24,RU,1681249677
433,hibbing,47.4272,-92.9377,18.05,27,0,5.14,US,1681249615
434,tiarei,-17.5333,-149.3333,32.01,75,100,2.52,PF,1681249678
435,ventspils,57.3894,21.5606,8.96,71,0,2.06,LV,1681249678
436,vanimo,-2.6741,141.3028,24.0,91,100,1.75,PG,1681249678
437,grindavik,63.8424,-22.4338,3.26,93,75,3.6,IS,1681249678
438,yatou,37.15,122.3833,6.0,36,0,2.56,CN,1681249679
439,ahome,25.9167,-109.1833,30.97,15,4,6.16,MX,1681249662
440,chumikan,54.7183,135.315,-5.25,80,100,10.92,RU,1681249679
441,vao,-22.6667,167.4833,23.79,82,89,4.04,NC,1681249680
442,ewo,-0.8725,14.8206,22.01,94,100,1.8,CG,1681249680
443,port blair,11.6667,92.75,26.89,77,99,2.38,IN,1681249680
444,siguiri,11.6667,-9.5,33.33,21,99,2.37,GN,1681249681
445,bomi,7.2461,-11.5258,26.71,80,53,1.96,SL,1681249681
446,fortuna,40.5982,-124.1573,13.31,68,12,2.24,US,1681249681
447,erzin,36.9559,36.2,11.31,88,15,1.28,TR,1681249652
448,ayan,56.45,138.1667,-6.07,82,100,5.29,RU,1681249682
449,qasigiannguit,68.8193,-51.1922,7.14,84,43,1.44,GL,1681249683
450,berlevag,70.8578,29.0864,0.89,60,75,6.69,NO,1681249403
451,zhovkva,50.0583,23.9726,7.43,79,100,2.63,UA,1681249684
452,fethiye,36.6217,29.1164,9.93,75,85,2.34,TR,1681249685
453,sobolevo,54.4299,31.8996,8.72,68,89,2.55,RU,1681249687
454,inirida,3.8653,-67.9239,27.45,80,100,0.56,CO,1681249687
455,puerto del rosario,28.5004,-13.8627,19.86,83,96,7.72,ES,1681249687
456,ossora,59.2353,163.0719,-12.71,76,99,3.65,RU,1681249688
457,gberia fotombu,9.8833,-11.1667,26.85,57,86,2.64,SL,1681249688
458,simbahan,6.3032,120.5836,27.51,76,14,4.33,PH,1681249689
459,warri,5.5167,5.75,25.61,84,100,2.15,NG,1681249689
460,dohrighat,26.2644,83.5164,24.26,15,0,3.53,IN,1681249690
461,kindu,-2.95,25.95,19.56,99,92,0.48,CD,1681249690
462,fort nelson,58.8053,-122.7002,8.77,18,20,5.14,CA,1681249526
463,kumbakonam,10.9667,79.3833,24.09,86,2,0.85,IN,1681249691
464,severo-yeniseyskiy,60.3725,93.0408,-16.08,92,100,4.49,RU,1681249692
465,gat,31.61,34.7642,10.98,100,8,2.74,IL,1681249692
466,ruidoso,33.3317,-105.673,22.74,18,21,5.66,US,1681249584
467,vrangel,42.7297,133.0839,3.55,51,0,7.94,RU,1681249692
468,los llanos de aridane,28.6585,-17.9182,17.86,83,20,7.2,ES,1681249693
469,hovd,48.0056,91.6419,0.87,38,86,4.51,MN,1681249694
470,lalmohan,22.3384,90.7419,27.69,70,1,2.7,BD,1681249694
471,margate,51.3813,1.3862,8.47,89,100,6.26,GB,1681249694
472,westport,41.1415,-73.3579,20.11,34,0,5.81,US,1681249550
473,poya,-21.35,165.15,26.45,76,23,0.47,NC,1681249695
474,arlit,18.7369,7.3853,28.21,18,65,4.49,NE,1681249695
475,nautla,20.2167,-96.7833,24.53,77,35,4.0,MX,1681249696
476,qinhuangdao,39.9317,119.5883,6.39,26,0,3.52,CN,1681249697
477,gombong,-7.6072,109.5142,24.53,93,81,1.1,ID,1681249698
478,kruisfontein,-34.0033,24.7314,11.05,78,99,2.69,ZA,1681249698
479,athabasca,54.7169,-113.2854,8.23,70,100,3.09,CA,1681249700
480,lethem,3.3803,-59.7968,34.03,52,20,6.17,GY,1681249701
481,nicoya,10.1483,-85.452,34.3,35,40,4.7,CR,1681249418
482,vila velha,-20.3297,-40.2925,24.41,85,40,3.6,BR,1681249637
483,tarija,-21.5355,-64.7296,20.95,73,40,5.14,BO,1681249702
484,manokwari,-0.8667,134.0833,25.83,86,100,1.8,ID,1681249702
485,divnomorskoye,44.5011,38.1353,11.53,98,100,0.95,RU,1681249702
486,komsomolskiy,40.4272,71.7189,13.4,71,100,2.06,UZ,1681249429
487,monroe,43.1501,-77.6831,18.31,37,100,10.8,US,1681249494
488,burnie,-41.0667,145.9167,12.75,92,100,6.24,AU,1681249704
489,jieshi,22.8134,115.8257,21.94,85,9,1.0,CN,1681249704
490,turayf,31.6725,38.6637,15.14,63,20,7.2,SA,1681249705
491,tarauaca,-8.1614,-70.7656,25.71,92,77,0.89,BR,1681249705
492,lahat,-3.8,103.5333,22.14,94,100,1.11,ID,1681249706
493,surt,31.2089,16.5887,15.15,64,0,4.21,LY,1681249706
494,aswan,24.0934,32.907,24.61,17,0,5.14,EG,1681249707
495,oblivskaya,48.5362,42.5014,13.31,43,100,7.4,RU,1681249707
496,coquimbo,-29.9533,-71.3436,16.85,88,75,4.12,CL,1681249708
497,verkhoyansk,67.5447,133.385,-19.04,97,100,0.7,RU,1681249708
498,alpena,45.0617,-83.4327,24.18,23,0,6.17,US,1681249412
499,anadyr,64.75,177.4833,-20.72,71,0,1.0,RU,1681249709
500,moranbah,-22.0016,148.0466,23.59,47,17,1.69,AU,1681249709
501,najran,17.4924,44.1277,24.36,30,94,1.42,SA,1681249477
502,cabra,37.4725,-4.4421,15.31,33,50,1.5,ES,1681249710
503,itoman,26.1247,127.6694,22.08,94,20,2.57,JP,1681249710
504,puerto baquerizo moreno,-0.9,-89.6,27.55,83,40,3.09,EC,1681249711
505,sigli,5.3848,95.9609,26.16,82,79,0.93,ID,1681249711
506,avera,33.194,-82.5271,22.44,34,0,1.26,US,1681249711
507,maumere,-8.6199,122.2111,26.42,84,94,2.08,ID,1681249711
508,eydhafushi,5.1033,73.0708,28.5,74,9,4.06,MV,1681249712
509,kirksville,40.1948,-92.5833,25.06,34,0,6.69,US,1681249713
510,puerto escondido,15.85,-97.0667,31.46,70,40,4.12,MX,1681249258
511,coruripe,-10.1256,-36.1756,25.62,77,90,4.38,BR,1681249622
512,cockburn town,21.4612,-71.1419,26.98,69,40,3.09,TC,1681249715
513,inhambane,-23.865,35.3833,22.73,89,100,5.64,MZ,1681249715
514,quelimane,-17.8786,36.8883,26.97,89,40,3.09,MZ,1681249716
515,zhigansk,66.7697,123.3711,-24.41,94,19,3.07,RU,1681249716
516,dunedin,-45.8742,170.5036,12.78,94,100,3.66,NZ,1681249542
517,gushikawa,26.3544,127.8686,19.96,97,40,2.57,JP,1681249717
518,gympie,-26.1898,152.665,17.88,43,47,1.27,AU,1681249717
519,bandarbeyla,9.4942,50.8122,27.24,79,21,4.39,SO,1681249718
520,santa maria,-29.6842,-53.8069,30.61,42,20,1.03,BR,1681249421
521,baixa grande,-11.9597,-40.1681,27.09,53,99,3.81,BR,1681249718
522,cherdyn,60.403,56.4787,0.9,94,100,2.75,RU,1681249718
523,dharchula,29.85,80.5333,15.38,33,3,3.74,IN,1681249719
524,olot,42.181,2.4901,11.25,75,99,0.45,ES,1681249720
525,dhidhdhoo,6.8833,73.1,28.05,74,8,2.1,MV,1681249720
526,ambalema,4.7841,-74.7627,32.06,54,72,1.18,CO,1681249720
527,ramon,16.7842,121.535,21.69,90,81,1.21,PH,1681249720
528,ouegoa,-20.35,164.4333,27.54,74,2,1.65,NC,1681249720
529,mogadouro,41.3403,-6.7119,11.25,70,99,2.66,PT,1681249721
530,oktyabrskiy,54.4815,53.471,5.66,59,0,1.83,RU,1681249721
531,kaili,-3.4626,120.2147,19.91,88,98,1.48,ID,1681249721
532,champua,22.0833,85.6667,25.71,27,0,1.14,IN,1681249721
533,seoul,37.5683,126.9778,2.34,72,0,1.03,KR,1681249629
534,muret,43.3333,1.25,11.35,83,24,1.38,FR,1681249722
535,loveland,40.3978,-105.075,28.62,11,0,3.6,US,1681249486
536,codo,-4.4553,-43.8856,24.06,93,42,0.91,BR,1681249722
537,sergeyevka,53.88,67.4158,1.0,63,8,3.56,KZ,1681249723
538,sarankhola,22.3082,89.7897,25.08,72,0,2.19,BD,1681249723
539,eyrarbakki,63.863,-21.1481,5.03,85,99,1.13,IS,1681249723
540,helong,42.5397,128.9972,1.24,23,0,5.98,CN,1681249723
541,barcelos,41.5388,-8.6151,13.36,93,73,1.44,PT,1681249724
542,itirapina,-22.2528,-47.8228,19.8,80,14,0.34,BR,1681249724
543,xique-xique,-10.8218,-42.7263,27.53,63,65,3.06,BR,1681249724
544,dolores,-36.3132,-57.6792,22.15,49,78,2.09,AR,1681249724
545,iracoubo,5.4802,-53.2011,25.95,84,89,3.71,GF,1681249724
546,walvis bay,-22.9575,14.5053,14.72,79,1,1.2,NA,1681249725
547,gamba,-2.65,10.0,26.39,84,100,0.59,GA,1681249725
548,kodinsk,58.6881,99.1844,-5.52,83,100,6.73,RU,1681249725
549,ihosy,-22.4,46.1167,18.67,80,31,1.9,MG,1681249725
550,boulder city,35.9786,-114.8325,32.32,7,0,8.75,US,1681249725
551,pelym,61.0108,61.9978,0.04,91,100,2.62,RU,1681249726
552,miri,4.4148,114.0089,25.08,94,40,1.03,MY,1681249572
553,lazaro cardenas,17.9583,-102.2,29.52,54,1,5.8,MX,1681249726
554,pinjaur,30.7972,76.9172,21.77,30,98,1.76,IN,1681249726
555,yanam,16.7333,82.2167,24.2,80,2,1.14,IN,1681249727
556,katherine,-14.4667,132.2667,25.18,94,100,2.06,AU,1681249727
557,hambantota,6.1241,81.1185,24.19,100,20,1.03,LK,1681249710
558,lerwick,60.1545,-1.1494,7.0,83,7,7.63,GB,1681249728
559,konotop,51.2403,33.2026,10.04,60,100,4.85,UA,1681249728
560,viedma,-40.8135,-62.9967,14.67,77,64,8.86,AR,1681249412
561,saint-georges,12.0564,-61.7485,27.82,69,20,8.75,GD,1681249728
562,iqaluit,63.7506,-68.5145,-7.15,79,100,9.77,CA,1681249729
563,ust-nera,64.5667,143.2,-15.98,91,100,1.55,RU,1681249729
564,kitui,-1.367,38.0106,18.78,84,100,1.04,KE,1681249729
565,bafata,12.1667,-14.75,30.2,44,61,2.61,GW,1681249730
566,ahuimanu,21.4447,-157.8378,26.35,70,20,8.75,US,1681249730
567,salalah,17.0151,54.0924,28.05,74,40,1.54,OM,1681249730
568,kupang,-10.1667,123.5833,24.32,100,20,0.51,ID,1681249731
569,pangoa,-12.1167,-73.0,26.74,69,55,1.15,PE,1681249731
